<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GDAX.BTC-USD 60 20210515 130000 48857.2200000 49340.5200000 48370.0100000 48661.8600000 674
GDAX.BTC-USD 60 20210515 140000 48666.7000000 48666.7000000 47821.0000000 48429.3200000 1193
GDAX.BTC-USD 60 20210515 150000 48422.1000000 49034.1500000 48387.2800000 48965.9000000 443
GDAX.BTC-USD 60 20210515 160000 48971.1200000 49370.3700000 48682.2300000 49218.1600000 671
GDAX.BTC-USD 60 20210515 170000 49210.3800000 49380.0900000 48753.0900000 49023.4300000 541
GDAX.BTC-USD 60 20210515 180000 49023.4300000 49592.8900000 48866.8800000 49432.4500000 802
GDAX.BTC-USD 60 20210515 190000 49432.5600000 49615.1100000 48878.0400000 49014.9000000 547
GDAX.BTC-USD 60 20210515 200000 49022.4100000 49022.5100000 47600.0000000 47911.1000000 1551
GDAX.BTC-USD 60 20210515 210000 47911.1000000 48269.1900000 47500.0000000 47846.3900000 1188
GDAX.BTC-USD 60 20210515 220000 47850.1000000 48259.5700000 47555.0000000 47931.5500000 888
GDAX.BTC-USD 60 20210515 230000 47931.5500000 48122.2900000 46963.5200000 48122.2900000 1725
GDAX.BTC-USD 60 20210516 000000 48122.2900000 48616.2000000 48052.5100000 48241.5500000 1051
GDAX.BTC-USD 60 20210516 010000 48241.5500000 48750.0000000 48231.4300000 48438.1300000 707
GDAX.BTC-USD 60 20210516 020000 48428.2700000 48687.1900000 47747.0000000 47978.1800000 994
GDAX.BTC-USD 60 20210516 030000 47966.3000000 48049.1300000 46573.0000000 46775.5100000 1704
GDAX.BTC-USD 60 20210516 040000 46771.0100000 47690.7800000 46490.0000000 47262.5000000 1928
GDAX.BTC-USD 60 20210516 050000 47262.5000000 48213.2600000 47262.5000000 48061.9300000 924
GDAX.BTC-USD 60 20210516 060000 48063.9700000 48316.0100000 47963.0100000 48152.2600000 508
GDAX.BTC-USD 60 20210516 070000 48152.2500000 48392.4800000 47769.1800000 48376.1700000 555
GDAX.BTC-USD 60 20210516 080000 48380.0000000 48814.3600000 48060.0000000 48118.8200000 438
GDAX.BTC-USD 60 20210516 090000 48118.8200000 48354.5200000 48061.5200000 48159.0600000 254
GDAX.BTC-USD 60 20210516 100000 48166.1700000 49475.5600000 48138.6000000 49045.2600000 626
GDAX.BTC-USD 60 20210516 110000 49052.3900000 49387.6000000 48855.8900000 49387.6000000 418
GDAX.BTC-USD 60 20210516 120000 49381.9200000 49408.9500000 48670.8400000 48906.6500000 313
GDAX.BTC-USD 60 20210516 130000 48901.5800000 49588.7300000 48893.0600000 49267.0200000 421
GDAX.BTC-USD 60 20210516 140000 49267.0300000 49808.2800000 49224.7600000 49594.8200000 451
GDAX.BTC-USD 60 20210516 150000 49594.8300000 49653.5000000 48934.4000000 49063.0100000 295
GDAX.BTC-USD 60 20210516 160000 49064.7300000 49192.9700000 48577.3100000 48649.8200000 467
GDAX.BTC-USD 60 20210516 170000 48649.8200000 49019.6200000 48465.4000000 48954.9300000 515
GDAX.BTC-USD 60 20210516 180000 48948.7000000 49249.9900000 48080.0000000 48313.2700000 520
GDAX.BTC-USD 60 20210516 190000 48322.0900000 48363.3600000 47678.0100000 47757.7400000 757
GDAX.BTC-USD 60 20210516 200000 47759.0100000 48124.6100000 47000.0000000 47296.5100000 1182
GDAX.BTC-USD 60 20210516 210000 47295.1000000 47447.3600000 46222.0500000 47120.6600000 1894
GDAX.BTC-USD 60 20210516 220000 47120.6600000 47419.3000000 45404.0000000 45461.2300000 2562
GDAX.BTC-USD 60 20210516 230000 45445.9600000 46238.0300000 44000.0000000 45534.6000000 3753
GDAX.BTC-USD 60 20210517 000000 45524.7400000 45850.0000000 43825.0000000 44061.6400000 4208
GDAX.BTC-USD 60 20210517 010000 44058.9300000 45600.0000000 43878.9700000 45193.4000000 3315
GDAX.BTC-USD 60 20210517 020000 45193.4000000 46298.8700000 45175.6200000 45539.1600000 2251
GDAX.BTC-USD 60 20210517 030000 45539.1200000 46499.0000000 45393.1500000 46450.7900000 2081
GDAX.BTC-USD 60 20210517 040000 46450.7800000 46646.1500000 45497.4500000 45561.4000000 1908
GDAX.BTC-USD 60 20210517 050000 45551.3900000 45626.0600000 44531.9000000 44852.9500000 2412
GDAX.BTC-USD 60 20210517 060000 44852.9500000 45251.7100000 44228.0000000 44454.8600000 1969
GDAX.BTC-USD 60 20210517 070000 44454.8600000 44700.0000000 42763.3100000 42897.8800000 3719
GDAX.BTC-USD 60 20210517 080000 42922.4000000 43722.0000000 42141.0000000 43538.8800000 4047
GDAX.BTC-USD 60 20210517 090000 43560.5800000 44190.5400000 42400.0000000 44138.3800000 2275
GDAX.BTC-USD 60 20210517 100000 44137.9400000 45331.7500000 43843.0600000 44342.6900000 2130
GDAX.BTC-USD 60 20210517 110000 44343.7200000 45288.0000000 44155.8300000 45191.3300000 954
GDAX.BTC-USD 60 20210517 120000 45191.3300000 45535.6900000 44736.7500000 45380.5800000 847
GDAX.BTC-USD 60 20210517 130000 45375.9700000 45541.5400000 44982.0300000 45450.4500000 479
GDAX.BTC-USD 60 20210517 140000 45458.3800000 45541.3400000 44493.9100000 44580.4200000 780
GDAX.BTC-USD 60 20210517 150000 44580.4200000 45874.9700000 44402.3400000 45803.1800000 1138
GDAX.BTC-USD 60 20210517 160000 45800.2200000 45849.8900000 44767.4500000 44983.9900000 1150
GDAX.BTC-USD 60 20210517 170000 44983.9900000 45275.0000000 44560.1300000 45083.8600000 1325
GDAX.BTC-USD 60 20210517 180000 45074.1000000 45160.0000000 43809.4600000 44478.2600000 1673
GDAX.BTC-USD 60 20210517 190000 44470.2500000 44653.1500000 43157.3900000 43336.0100000 1521
GDAX.BTC-USD 60 20210517 200000 43340.0000000 43818.2500000 42510.6300000 42555.0100000 2421
GDAX.BTC-USD 60 20210517 210000 42555.6500000 43126.8700000 42101.0000000 42598.2100000 2818
GDAX.BTC-USD 60 20210517 220000 42594.1000000 43755.0000000 42300.0000000 43518.3300000 2356
GDAX.BTC-USD 60 20210517 230000 43510.5600000 44460.0000000 43510.5600000 44252.1100000 1744
GDAX.BTC-USD 60 20210518 000000 44252.1100000 44974.8700000 44104.0100000 44823.4300000 1335
GDAX.BTC-USD 60 20210518 010000 44822.6300000 44865.5900000 43279.2700000 43533.3800000 1178
GDAX.BTC-USD 60 20210518 020000 43533.3800000 44406.5500000 42640.0000000 42936.5000000 1699
GDAX.BTC-USD 60 20210518 030000 42936.4900000 43875.3200000 42535.1600000 43580.5000000 1774
GDAX.BTC-USD 60 20210518 040000 43571.8900000 44649.8900000 43188.4800000 44399.9900000 1565
GDAX.BTC-USD 60 20210518 050000 44412.5400000 45306.3400000 44320.5400000 45116.9400000 1622
GDAX.BTC-USD 60 20210518 060000 45116.9100000 45288.2100000 44562.5700000 45054.3700000 1021
GDAX.BTC-USD 60 20210518 070000 45054.3700000 45086.3300000 44706.2300000 44802.7300000 651
GDAX.BTC-USD 60 20210518 080000 44802.7200000 45600.1900000 44772.1500000 45375.5100000 1089
GDAX.BTC-USD 60 20210518 090000 45375.5000000 45571.8400000 45120.3100000 45413.7700000 752
GDAX.BTC-USD 60 20210518 100000 45409.9500000 45851.0000000 44867.3300000 44951.7800000 766
GDAX.BTC-USD 60 20210518 110000 44951.7900000 45245.0800000 44891.9200000 45204.4700000 371
GDAX.BTC-USD 60 20210518 120000 45207.2300000 45456.8400000 44890.0100000 44974.4400000 389
GDAX.BTC-USD 60 20210518 130000 44971.5100000 45168.5100000 44666.6900000 44999.6400000 338
GDAX.BTC-USD 60 20210518 140000 44994.0500000 45509.1000000 44793.9800000 45413.8000000 457
GDAX.BTC-USD 60 20210518 150000 45421.8000000 45705.3800000 45175.5300000 45387.2600000 739
GDAX.BTC-USD 60 20210518 160000 45385.3400000 45405.5100000 43787.8600000 44029.2500000 1293
GDAX.BTC-USD 60 20210518 170000 44021.1700000 44163.2800000 43353.0100000 43743.9100000 1763
GDAX.BTC-USD 60 20210518 180000 43755.5900000 43757.0400000 42673.2000000 43268.1900000 2681
GDAX.BTC-USD 60 20210518 190000 43264.9100000 43914.5500000 42828.9700000 43029.0600000 1923
GDAX.BTC-USD 60 20210518 200000 43030.2300000 43780.0000000 42655.9800000 43677.5300000 2188
GDAX.BTC-USD 60 20210518 210000 43664.5200000 43878.8100000 43341.1500000 43376.5800000 1136
GDAX.BTC-USD 60 20210518 220000 43376.5800000 43381.6600000 42377.3000000 42858.8200000 2306
GDAX.BTC-USD 60 20210518 230000 42849.2100000 43628.1400000 42513.3500000 43308.6900000 1295
GDAX.BTC-USD 60 20210519 000000 43299.4700000 43563.5800000 42759.0100000 43287.4000000 1043
GDAX.BTC-USD 60 20210519 010000 43287.4000000 43536.4500000 42799.0000000 43021.5700000 668
GDAX.BTC-USD 60 20210519 020000 43021.5600000 43292.3000000 42751.1000000 42843.3300000 881
GDAX.BTC-USD 60 20210519 030000 42851.0500000 43212.8700000 42300.0000000 42857.1500000 1278
GDAX.BTC-USD 60 20210519 040000 42865.0500000 43591.7000000 42530.7300000 42637.3300000 1179
GDAX.BTC-USD 60 20210519 050000 42637.3400000 42729.0100000 40510.0000000 40868.9900000 4402
GDAX.BTC-USD 60 20210519 060000 40868.9900000 41323.3700000 40222.0000000 40266.8900000 3921
GDAX.BTC-USD 60 20210519 070000 40280.0900000 41063.1400000 40111.0000000 40595.0000000 2677
GDAX.BTC-USD 60 20210519 080000 40595.0000000 40854.4300000 38500.0000000 39258.2100000 8570
GDAX.BTC-USD 60 20210519 090000 39262.6200000 39922.6000000 39000.0000000 39206.4800000 4046
GDAX.BTC-USD 60 20210519 100000 39200.0000000 39878.0000000 39110.0000000 39378.5700000 1454
GDAX.BTC-USD 60 20210519 110000 39378.5700000 40455.2900000 38550.0000000 40383.7300000 1763
GDAX.BTC-USD 60 20210519 120000 40382.0700000 40776.9900000 39818.1100000 40469.1900000 947
GDAX.BTC-USD 60 20210519 130000 40463.0300000 40707.3200000 40050.0000000 40328.1300000 792
GDAX.BTC-USD 60 20210519 140000 40323.1600000 40442.2800000 38810.0000000 39355.5200000 2176
GDAX.BTC-USD 60 20210519 150000 39355.5200000 39480.5400000 36189.9000000 38690.1300000 6976
GDAX.BTC-USD 60 20210519 160000 38682.5000000 39135.5500000 31693.3200000 34632.0200000 9172
GDAX.BTC-USD 60 20210519 170000 34632.2900000 37394.2100000 30000.0000000 36178.8300000 13036
GDAX.BTC-USD 60 20210519 180000 36178.8300000 38035.0000000 34219.4000000 37923.6600000 7404
GDAX.BTC-USD 60 20210519 190000 37908.9400000 38348.0000000 36700.0000000 37448.9900000 6914
GDAX.BTC-USD 60 20210519 200000 37449.0000000 42990.0000000 36206.6600000 40614.7100000 10808
GDAX.BTC-USD 60 20210519 210000 40621.8500000 42900.0000000 38984.1300000 39470.7800000 5169
GDAX.BTC-USD 60 20210519 220000 39470.7800000 39723.5900000 37641.4500000 38141.5800000 3627
GDAX.BTC-USD 60 20210519 230000 38131.8200000 39623.5400000 37800.0000000 39440.9900000 2193
GDAX.BTC-USD 60 20210520 000000 39441.0000000 40378.7200000 38111.0100000 38340.7900000 3011
GDAX.BTC-USD 60 20210520 010000 38340.7800000 39042.4400000 37061.6100000 38835.6600000 3307
GDAX.BTC-USD 60 20210520 020000 38847.0100000 39651.9200000 38342.7700000 39188.8700000 2484
GDAX.BTC-USD 60 20210520 030000 39186.3600000 39373.6700000 36669.3700000 36731.7500000 3498
GDAX.BTC-USD 60 20210520 040000 36735.4400000 38250.0000000 35000.0000000 35873.5800000 5127
GDAX.BTC-USD 60 20210520 050000 35865.2700000 37548.6500000 35590.5800000 37047.8100000 4990
GDAX.BTC-USD 60 20210520 060000 37046.7800000 38339.7000000 36882.5700000 38130.1600000 2149
GDAX.BTC-USD 60 20210520 070000 38130.9300000 38679.1800000 37921.9900000 38416.0300000 1579
GDAX.BTC-USD 60 20210520 080000 38416.5100000 39843.8300000 38277.1500000 39507.2800000 1577
GDAX.BTC-USD 60 20210520 090000 39507.2700000 40040.0600000 39219.4100000 39989.8000000 1319
GDAX.BTC-USD 60 20210520 100000 39989.8000000 40269.6300000 39300.6200000 39754.5800000 1390
GDAX.BTC-USD 60 20210520 110000 39748.0000000 40812.0000000 39727.8000000 40043.5000000 1491
GDAX.BTC-USD 60 20210520 120000 40043.4900000 40300.0000000 39359.2600000 39865.7400000 985
GDAX.BTC-USD 60 20210520 130000 39870.8000000 40249.2600000 38802.0800000 40000.8800000 1067
GDAX.BTC-USD 60 20210520 140000 40011.1900000 40560.8200000 39555.7000000 40467.1600000 1122
GDAX.BTC-USD 60 20210520 150000 40467.1600000 40756.1500000 39775.5300000 40571.9800000 1277
GDAX.BTC-USD 60 20210520 160000 40561.1100000 42124.0000000 40178.9000000 41858.7700000 3291
GDAX.BTC-USD 60 20210520 170000 41865.5900000 42605.0000000 41558.8300000 41848.8800000 2894
GDAX.BTC-USD 60 20210520 180000 41845.3800000 42369.3300000 41265.4700000 41561.4600000 2298
GDAX.BTC-USD 60 20210520 190000 41562.7800000 42168.9500000 41099.0900000 41549.8800000 1671
GDAX.BTC-USD 60 20210520 200000 41555.0000000 41578.5800000 38172.5500000 39410.9800000 5672
GDAX.BTC-USD 60 20210520 210000 39390.7300000 40250.0000000 38870.4500000 39866.4800000 2181
GDAX.BTC-USD 60 20210520 220000 39878.6100000 40107.4300000 39349.3400000 39920.4600000 1538
GDAX.BTC-USD 60 20210520 230000 39925.4800000 40500.0000000 39658.5900000 40229.8800000 1377
GDAX.BTC-USD 60 20210521 000000 40229.8800000 40697.4400000 39747.3000000 40075.3800000 1181
GDAX.BTC-USD 60 20210521 010000 40078.6000000 40918.3600000 39802.3600000 40776.3700000 968
GDAX.BTC-USD 60 20210521 020000 40776.3800000 41854.2200000 39581.6300000 41523.7000000 1992
GDAX.BTC-USD 60 20210521 030000 41523.7100000 41794.3500000 40340.8500000 40623.3300000 2315
GDAX.BTC-USD 60 20210521 040000 40623.2400000 42275.9900000 40581.6600000 41789.9500000 2154
GDAX.BTC-USD 60 20210521 050000 41798.9300000 41909.2600000 41358.3200000 41509.7000000 993
GDAX.BTC-USD 60 20210521 060000 41509.7000000 41724.5100000 41134.3300000 41344.0000000 999
GDAX.BTC-USD 60 20210521 070000 41350.0600000 41366.0400000 40500.1900000 40762.3800000 975
GDAX.BTC-USD 60 20210521 080000 40758.6100000 40798.4700000 39751.0000000 40027.9700000 1253
GDAX.BTC-USD 60 20210521 090000 40021.3000000 40357.6200000 39649.6700000 39912.2300000 922
GDAX.BTC-USD 60 20210521 100000 39916.9600000 40806.4200000 39292.0500000 40623.5900000 1415
GDAX.BTC-USD 60 20210521 110000 40630.4600000 40644.6600000 39537.1000000 39871.4500000 1159
GDAX.BTC-USD 60 20210521 120000 39879.7200000 40386.4100000 39345.8800000 40081.9700000 967
GDAX.BTC-USD 60 20210521 130000 40081.9000000 41197.4000000 40071.7100000 40915.1300000 958
GDAX.BTC-USD 60 20210521 140000 40920.9300000 41224.0000000 40613.1100000 40795.4300000 887
GDAX.BTC-USD 60 20210521 150000 40794.3500000 41255.0000000 40304.2100000 41187.6200000 884
GDAX.BTC-USD 60 20210521 160000 41176.3800000 41628.2400000 40527.7600000 40565.6200000 1280
GDAX.BTC-USD 60 20210521 170000 40565.6200000 41314.1400000 40316.3300000 41151.7800000 870
GDAX.BTC-USD 60 20210521 180000 41151.7900000 41789.6100000 36700.0600000 37965.9700000 10041
GDAX.BTC-USD 60 20210521 190000 37965.7100000 38435.3700000 36511.8800000 36888.4300000 4208
GDAX.BTC-USD 60 20210521 200000 36888.4400000 37893.7700000 36140.1000000 37110.2300000 4455
GDAX.BTC-USD 60 20210521 210000 37101.8700000 37439.9200000 36706.0300000 37400.0000000 2290
GDAX.BTC-USD 60 20210521 220000 37400.0000000 37439.4900000 36412.7200000 37207.2100000 2220
GDAX.BTC-USD 60 20210521 230000 37207.2100000 37219.0700000 35561.5100000 36094.3100000 3772
GDAX.BTC-USD 60 20210522 000000 36094.3100000 36377.2800000 35200.0000000 35226.9400000 3158
GDAX.BTC-USD 60 20210522 010000 35226.9400000 36796.2700000 33501.5400000 36654.6900000 6399
GDAX.BTC-USD 60 20210522 020000 36663.5300000 37242.9800000 36044.3700000 36708.6200000 1935
GDAX.BTC-USD 60 20210522 030000 36708.6100000 37500.0000000 36362.0200000 37340.7700000 1772
GDAX.BTC-USD 60 20210522 040000 37333.0900000 37784.5700000 36963.8300000 37718.2100000 954
GDAX.BTC-USD 60 20210522 050000 37717.7100000 38023.1600000 37242.2400000 37671.8400000 1275
GDAX.BTC-USD 60 20210522 060000 37671.8400000 38134.8600000 37202.8400000 37430.3600000 1379
GDAX.BTC-USD 60 20210522 070000 37425.3300000 37757.5300000 36522.3700000 36977.5000000 2006
GDAX.BTC-USD 60 20210522 080000 36977.5100000 37283.0300000 35940.7000000 36349.6500000 1878
GDAX.BTC-USD 60 20210522 090000 36349.6400000 36734.6400000 35257.5200000 36451.0000000 1832
GDAX.BTC-USD 60 20210522 100000 36443.6400000 36557.3100000 35566.2200000 36466.5200000 1263
GDAX.BTC-USD 60 20210522 110000 36466.5200000 36529.9700000 35663.1000000 36323.3400000 1086
GDAX.BTC-USD 60 20210522 120000 36317.6000000 37146.9500000 36302.7800000 36842.3500000 1090
GDAX.BTC-USD 60 20210522 130000 36842.3700000 37417.9000000 36529.8900000 37219.7600000 892
GDAX.BTC-USD 60 20210522 140000 37215.7600000 38801.5700000 36874.0200000 38372.4700000 1926
GDAX.BTC-USD 60 20210522 150000 38372.4700000 38524.7300000 37637.1100000 38190.1500000 1103
GDAX.BTC-USD 60 20210522 160000 38197.0500000 38747.7200000 37770.0100000 38209.3900000 1317
GDAX.BTC-USD 60 20210522 170000 38209.0000000 38889.7600000 38016.6500000 38358.0300000 1122
GDAX.BTC-USD 60 20210522 180000 38362.4600000 38563.9000000 37427.1700000 37855.0500000 1419
GDAX.BTC-USD 60 20210522 190000 37846.9200000 38721.3300000 37136.6800000 38190.8500000 1574
GDAX.BTC-USD 60 20210522 200000 38188.1100000 38499.9900000 37616.9900000 38194.5100000 1374
GDAX.BTC-USD 60 20210522 210000 38197.0300000 38593.6400000 37825.2800000 38026.4700000 1136
GDAX.BTC-USD 60 20210522 220000 38026.4700000 38172.1300000 37356.7700000 37686.9500000 810
GDAX.BTC-USD 60 20210522 230000 37686.9600000 38012.8100000 37253.0800000 37340.4600000 779
GDAX.BTC-USD 60 20210523 000000 37340.4600000 38250.0000000 37325.2000000 38081.7100000 767
GDAX.BTC-USD 60 20210523 010000 38086.6800000 38400.0000000 37885.4400000 38202.4900000 551
GDAX.BTC-USD 60 20210523 020000 38199.6900000 38376.7700000 37385.8900000 37658.1400000 1032
GDAX.BTC-USD 60 20210523 030000 37658.1400000 37877.4300000 37415.0100000 37476.8300000 665
GDAX.BTC-USD 60 20210523 040000 37476.8400000 38319.3600000 36723.3000000 38223.1800000 1721
GDAX.BTC-USD 60 20210523 050000 38223.1800000 38247.9000000 37911.4900000 37940.5900000 637
GDAX.BTC-USD 60 20210523 060000 37940.6000000 38051.3400000 37404.7500000 37499.1100000 686
GDAX.BTC-USD 60 20210523 070000 37499.0400000 37700.1400000 37279.2600000 37471.2900000 490
GDAX.BTC-USD 60 20210523 080000 37471.2800000 37471.2800000 37075.2200000 37235.6300000 633
GDAX.BTC-USD 60 20210523 090000 37239.7800000 37239.7800000 36675.0000000 36927.6200000 884
GDAX.BTC-USD 60 20210523 100000 36927.6100000 37346.4700000 36380.0000000 36678.7600000 1027
GDAX.BTC-USD 60 20210523 110000 36678.7600000 36825.3500000 35579.9200000 35947.6200000 1416
GDAX.BTC-USD 60 20210523 120000 35953.5300000 35953.5300000 33875.0000000 34443.3400000 3947
GDAX.BTC-USD 60 20210523 130000 34422.8000000 35254.1900000 34011.4500000 34251.7500000 2665
GDAX.BTC-USD 60 20210523 140000 34243.9400000 35889.4800000 34164.6800000 35031.6500000 1540
GDAX.BTC-USD 60 20210523 150000 35045.6100000 35811.0600000 34687.2200000 35433.9100000 1107
GDAX.BTC-USD 60 20210523 160000 35431.3900000 35823.8100000 33150.0000000 33961.2100000 3880
GDAX.BTC-USD 60 20210523 170000 33977.7600000 34136.7300000 32662.9300000 33735.1700000 5499
GDAX.BTC-USD 60 20210523 180000 33735.1600000 34620.0900000 33019.7500000 33943.6400000 2572
GDAX.BTC-USD 60 20210523 190000 33938.7300000 34057.1500000 33039.2300000 33335.1600000 2034
GDAX.BTC-USD 60 20210523 200000 33333.1600000 33699.3600000 31111.0000000 32270.8700000 7463
GDAX.BTC-USD 60 20210523 210000 32289.9900000 34000.0000000 32104.8200000 32750.0000000 3392
GDAX.BTC-USD 60 20210523 220000 32750.0000000 33467.0000000 31785.8100000 32561.9700000 2798
GDAX.BTC-USD 60 20210523 230000 32574.2700000 33500.0000000 32271.9800000 33098.5400000 1868
GDAX.BTC-USD 60 20210524 000000 33098.5400000 34000.0000000 33098.5400000 33703.7200000 1775
GDAX.BTC-USD 60 20210524 010000 33690.7200000 34500.8400000 33662.0300000 34078.7900000 1751
GDAX.BTC-USD 60 20210524 020000 34078.3300000 34972.2100000 33651.1300000 33925.3100000 1782
GDAX.BTC-USD 60 20210524 030000 33921.8600000 35069.0000000 33912.5300000 34758.6700000 1860
GDAX.BTC-USD 60 20210524 040000 34758.8800000 35800.0000000 34750.7200000 35287.9200000 2387
GDAX.BTC-USD 60 20210524 050000 35287.9200000 35615.8100000 34700.2900000 35183.4100000 2235
GDAX.BTC-USD 60 20210524 060000 35180.4100000 35513.4100000 34810.6700000 35348.9500000 1753
