<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GDAX.BTC-USD 60 20211011 060000 55353.3700000 55838.3400000 55309.9900000 55838.3400000 331
GDAX.BTC-USD 60 20211011 070000 55838.8000000 56789.1300000 55680.8000000 56521.9900000 1034
GDAX.BTC-USD 60 20211011 080000 56519.5600000 56749.9900000 56356.4000000 56478.3400000 539
GDAX.BTC-USD 60 20211011 090000 56478.3500000 56600.0000000 56169.3500000 56549.5400000 295
GDAX.BTC-USD 60 20211011 100000 56548.0400000 56779.9900000 56500.0000000 56700.4200000 314
GDAX.BTC-USD 60 20211011 110000 56700.0400000 57054.0000000 56576.6500000 56801.5800000 485
GDAX.BTC-USD 60 20211011 120000 56801.5800000 56884.7700000 56311.6400000 56567.8500000 390
GDAX.BTC-USD 60 20211011 130000 56567.8500000 56765.9500000 56419.4700000 56515.6300000 160
GDAX.BTC-USD 60 20211011 140000 56518.0500000 56569.8000000 56201.0800000 56215.8600000 309
GDAX.BTC-USD 60 20211011 150000 56215.8600000 56663.0800000 55893.8100000 56421.7400000 452
GDAX.BTC-USD 60 20211011 160000 56423.1800000 56564.3000000 56138.4100000 56489.3400000 322
GDAX.BTC-USD 60 20211011 170000 56489.3400000 57446.1300000 56489.3400000 57239.7500000 1073
GDAX.BTC-USD 60 20211011 180000 57236.7700000 57690.0000000 57027.6400000 57466.0900000 1312
GDAX.BTC-USD 60 20211011 190000 57465.0000000 57607.5500000 57198.3100000 57506.8000000 628
GDAX.BTC-USD 60 20211011 200000 57505.2100000 57776.0000000 57250.0000000 57286.5100000 738
GDAX.BTC-USD 60 20211011 210000 57286.5200000 57571.2400000 57185.1200000 57433.4700000 573
GDAX.BTC-USD 60 20211011 220000 57433.4700000 57570.9100000 57229.1700000 57350.9000000 573
GDAX.BTC-USD 60 20211011 230000 57350.9000000 57833.2300000 57341.3500000 57499.9700000 684
GDAX.BTC-USD 60 20211012 000000 57494.4700000 57506.4600000 56801.0000000 57341.1800000 1011
GDAX.BTC-USD 60 20211012 010000 57344.0500000 57416.8600000 57000.0000000 57159.4100000 494
GDAX.BTC-USD 60 20211012 020000 57156.8500000 57395.8500000 57006.1500000 57175.1700000 396
GDAX.BTC-USD 60 20211012 030000 57177.8800000 57513.9800000 57087.7100000 57487.4400000 301
GDAX.BTC-USD 60 20211012 040000 57485.9700000 57495.5300000 56582.5400000 56938.9600000 783
GDAX.BTC-USD 60 20211012 050000 56938.9500000 57138.5200000 56725.0000000 57069.8800000 518
GDAX.BTC-USD 60 20211012 060000 57067.5400000 57184.3100000 56692.4900000 56786.0000000 563
GDAX.BTC-USD 60 20211012 070000 56788.6500000 56796.5800000 56425.5000000 56729.3200000 511
GDAX.BTC-USD 60 20211012 080000 56730.5400000 57070.5900000 56578.9000000 56986.0100000 243
GDAX.BTC-USD 60 20211012 090000 56991.2100000 57674.5500000 56612.6500000 57429.1800000 396
GDAX.BTC-USD 60 20211012 100000 57446.0200000 57646.8800000 57081.5900000 57227.6000000 419
GDAX.BTC-USD 60 20211012 110000 57227.6000000 57469.6400000 57175.0100000 57356.8900000 263
GDAX.BTC-USD 60 20211012 120000 57355.5600000 57627.0600000 57263.1500000 57468.8100000 260
GDAX.BTC-USD 60 20211012 130000 57470.3800000 57514.3000000 56782.0900000 56954.1200000 433
GDAX.BTC-USD 60 20211012 140000 56962.2300000 57249.9900000 56700.0000000 57196.9500000 369
GDAX.BTC-USD 60 20211012 150000 57188.9300000 57394.8900000 57052.7000000 57257.7600000 228
GDAX.BTC-USD 60 20211012 160000 57258.2500000 57306.8700000 56792.7700000 56895.9100000 468
GDAX.BTC-USD 60 20211012 170000 56895.7300000 57460.8100000 56766.8000000 56942.8300000 964
GDAX.BTC-USD 60 20211012 180000 56940.5600000 57160.2500000 56132.0800000 56400.0000000 988
GDAX.BTC-USD 60 20211012 190000 56400.0000000 56629.5000000 56008.4100000 56297.2500000 973
GDAX.BTC-USD 60 20211012 200000 56297.4800000 56366.4800000 55800.0000000 55883.9300000 937
GDAX.BTC-USD 60 20211012 210000 55883.9200000 56056.0000000 55510.0000000 55902.7400000 1108
GDAX.BTC-USD 60 20211012 220000 55909.8400000 55990.9200000 55544.4000000 55552.7700000 641
GDAX.BTC-USD 60 20211012 230000 55552.1100000 55861.3300000 55166.7700000 55308.7700000 823
GDAX.BTC-USD 60 20211013 000000 55308.7700000 55600.0000000 53873.7800000 55360.1100000 1730
GDAX.BTC-USD 60 20211013 010000 55356.5700000 56067.7200000 55091.4400000 56061.8100000 779
GDAX.BTC-USD 60 20211013 020000 56061.8200000 56416.6900000 56017.5900000 56394.4200000 622
GDAX.BTC-USD 60 20211013 030000 56394.4100000 56545.4600000 55911.8200000 56005.1000000 435
GDAX.BTC-USD 60 20211013 040000 56005.1000000 56541.2100000 55832.7700000 56477.8900000 478
GDAX.BTC-USD 60 20211013 050000 56473.1300000 56612.3000000 56159.6000000 56291.2300000 455
GDAX.BTC-USD 60 20211013 060000 56291.2300000 56441.8500000 56221.5600000 56423.3200000 392
GDAX.BTC-USD 60 20211013 070000 56427.2200000 56478.1400000 56250.0000000 56289.8100000 257
GDAX.BTC-USD 60 20211013 080000 56289.8100000 56382.5500000 56048.8100000 56084.6100000 254
GDAX.BTC-USD 60 20211013 090000 56084.6000000 56244.2100000 55005.0000000 55037.9100000 673
GDAX.BTC-USD 60 20211013 100000 55037.9100000 55524.8800000 54815.7500000 55360.0000000 575
GDAX.BTC-USD 60 20211013 110000 55360.3000000 55465.6700000 54581.0000000 54617.9700000 557
GDAX.BTC-USD 60 20211013 120000 54618.0000000 55313.8100000 54476.4100000 54608.0700000 571
GDAX.BTC-USD 60 20211013 130000 54611.1300000 54954.9800000 54236.0900000 54890.9700000 527
GDAX.BTC-USD 60 20211013 140000 54884.7700000 55200.0000000 54405.4500000 54660.2900000 582
GDAX.BTC-USD 60 20211013 150000 54660.2900000 55245.1200000 54499.0000000 55212.3300000 644
GDAX.BTC-USD 60 20211013 160000 55228.1400000 55345.6800000 54822.5700000 55040.5500000 579
GDAX.BTC-USD 60 20211013 170000 55040.5400000 55241.6700000 54808.2800000 54911.1200000 739
GDAX.BTC-USD 60 20211013 180000 54908.5300000 55903.4700000 54517.5900000 55785.6300000 1192
GDAX.BTC-USD 60 20211013 190000 55785.6400000 56472.9900000 55785.6400000 56158.1300000 908
GDAX.BTC-USD 60 20211013 200000 56170.7100000 57127.0000000 56066.8300000 56943.3700000 908
GDAX.BTC-USD 60 20211013 210000 56937.7300000 57229.9800000 56777.3100000 56883.3500000 695
GDAX.BTC-USD 60 20211013 220000 56884.9600000 57194.4100000 56841.7500000 56969.9200000 616
GDAX.BTC-USD 60 20211013 230000 56969.9500000 57309.0000000 56956.3200000 57278.5400000 611
GDAX.BTC-USD 60 20211014 000000 57272.9100000 57489.0000000 56627.7200000 56981.8200000 820
GDAX.BTC-USD 60 20211014 010000 56980.7600000 57700.0000000 56904.1400000 57513.5100000 810
GDAX.BTC-USD 60 20211014 020000 57508.4500000 57771.3300000 57340.0000000 57383.3400000 530
GDAX.BTC-USD 60 20211014 030000 57383.3500000 57457.7800000 57186.2400000 57367.3200000 314
GDAX.BTC-USD 60 20211014 040000 57367.3200000 57727.4400000 57138.0100000 57727.4400000 412
GDAX.BTC-USD 60 20211014 050000 57724.6700000 58460.0000000 57621.5800000 58300.9700000 1240
GDAX.BTC-USD 60 20211014 060000 58300.9600000 58520.7100000 58082.0800000 58215.2400000 610
GDAX.BTC-USD 60 20211014 070000 58218.7900000 58271.8700000 58035.5000000 58071.8000000 228
GDAX.BTC-USD 60 20211014 080000 58071.6300000 58176.6800000 57659.2300000 57990.7900000 311
GDAX.BTC-USD 60 20211014 090000 57990.7900000 58109.2500000 57799.1000000 57967.2300000 168
GDAX.BTC-USD 60 20211014 100000 57962.3200000 58075.8200000 57500.0000000 57684.8800000 234
GDAX.BTC-USD 60 20211014 110000 57684.8300000 57792.7900000 57349.7700000 57379.8200000 214
GDAX.BTC-USD 60 20211014 120000 57379.8200000 57693.5500000 57369.9200000 57467.6700000 190
GDAX.BTC-USD 60 20211014 130000 57464.1100000 57723.6700000 57203.4800000 57423.0900000 304
GDAX.BTC-USD 60 20211014 140000 57423.0800000 57800.8000000 57250.9200000 57672.1500000 306
GDAX.BTC-USD 60 20211014 150000 57672.2300000 58154.5700000 57559.1500000 57627.2700000 470
GDAX.BTC-USD 60 20211014 160000 57627.2600000 57899.8900000 57412.2000000 57567.2900000 786
GDAX.BTC-USD 60 20211014 170000 57569.4100000 57777.5700000 57314.4100000 57415.9400000 657
GDAX.BTC-USD 60 20211014 180000 57415.9300000 57646.1900000 57252.1400000 57382.7700000 947
GDAX.BTC-USD 60 20211014 190000 57384.7400000 57836.5200000 57000.0000000 57338.7300000 972
GDAX.BTC-USD 60 20211014 200000 57338.7300000 57469.4500000 57000.0000000 57118.4200000 672
GDAX.BTC-USD 60 20211014 210000 57114.3500000 57268.1900000 57071.8800000 57191.6700000 424
GDAX.BTC-USD 60 20211014 220000 57190.4800000 58100.3900000 56832.3200000 58061.7000000 1018
GDAX.BTC-USD 60 20211014 230000 58055.8900000 58055.8900000 56842.7100000 57875.3200000 884
GDAX.BTC-USD 60 20211015 000000 57871.6400000 57900.0000000 57418.2800000 57435.8500000 304
GDAX.BTC-USD 60 20211015 010000 57435.1200000 57772.3300000 57419.2800000 57762.7400000 211
GDAX.BTC-USD 60 20211015 020000 57760.8000000 57773.3100000 57500.0000000 57605.0400000 266
GDAX.BTC-USD 60 20211015 030000 57606.5500000 57671.2200000 57229.3700000 57359.5100000 376
GDAX.BTC-USD 60 20211015 040000 57359.5100000 57458.7600000 57011.0000000 57067.2200000 483
GDAX.BTC-USD 60 20211015 050000 57067.4000000 57316.9000000 56867.1100000 57267.7700000 477
GDAX.BTC-USD 60 20211015 060000 57267.7700000 59346.9700000 57106.9200000 59113.3100000 2263
GDAX.BTC-USD 60 20211015 070000 59111.1500000 59458.1800000 58828.0000000 59446.9900000 1318
GDAX.BTC-USD 60 20211015 080000 59446.9900000 59737.4700000 59150.5400000 59610.1100000 1138
GDAX.BTC-USD 60 20211015 090000 59610.1000000 59999.0000000 59388.4700000 59556.7800000 939
GDAX.BTC-USD 60 20211015 100000 59556.7900000 59724.9900000 59363.6900000 59655.8900000 397
GDAX.BTC-USD 60 20211015 110000 59644.2000000 59680.3800000 59216.7900000 59222.2400000 542
GDAX.BTC-USD 60 20211015 120000 59231.9600000 59417.7600000 58803.3500000 58955.6300000 609
GDAX.BTC-USD 60 20211015 130000 58955.6400000 59368.2600000 58758.0100000 59368.2600000 416
GDAX.BTC-USD 60 20211015 140000 59368.2600000 59393.8400000 58881.6700000 59299.2900000 471
GDAX.BTC-USD 60 20211015 150000 59299.2900000 59546.8900000 59206.8600000 59540.5100000 446
GDAX.BTC-USD 60 20211015 160000 59540.5100000 59588.9600000 59204.3300000 59276.6100000 937
GDAX.BTC-USD 60 20211015 170000 59276.6000000 60347.0000000 59230.7700000 59969.4700000 1821
GDAX.BTC-USD 60 20211015 180000 59975.6900000 60277.2000000 59615.0000000 60071.2600000 1533
GDAX.BTC-USD 60 20211015 190000 60071.7700000 60113.8600000 59688.7300000 60016.0000000 1405
GDAX.BTC-USD 60 20211015 200000 60017.1900000 61563.5100000 60000.0000000 61433.6200000 2478
GDAX.BTC-USD 60 20211015 210000 61433.6700000 61863.0000000 61068.2400000 61746.3300000 1882
GDAX.BTC-USD 60 20211015 220000 61746.3300000 61831.8100000 61507.7600000 61648.2400000 1241
GDAX.BTC-USD 60 20211015 230000 61648.2500000 61668.9000000 61189.9900000 61436.1300000 947
GDAX.BTC-USD 60 20211016 000000 61436.1500000 62910.0000000 60850.0100000 62536.6800000 2365
GDAX.BTC-USD 60 20211016 010000 62529.6500000 62557.5300000 60818.0000000 61200.2500000 1417
GDAX.BTC-USD 60 20211016 020000 61200.2600000 61540.8000000 61188.0900000 61302.8700000 808
GDAX.BTC-USD 60 20211016 030000 61303.5800000 61800.0000000 60907.0200000 61695.3900000 785
GDAX.BTC-USD 60 20211016 040000 61690.3200000 61799.9900000 61199.0000000 61442.2200000 593
GDAX.BTC-USD 60 20211016 050000 61442.9300000 61583.1400000 61200.0000000 61386.5600000 471
GDAX.BTC-USD 60 20211016 060000 61386.1100000 61720.0000000 61075.0000000 61615.1000000 409
GDAX.BTC-USD 60 20211016 070000 61612.1100000 61740.3800000 61363.5200000 61644.3300000 294
GDAX.BTC-USD 60 20211016 080000 61648.7200000 62161.0000000 61540.4000000 61739.7200000 450
GDAX.BTC-USD 60 20211016 090000 61737.1800000 62350.0000000 61709.5000000 62127.5500000 377
GDAX.BTC-USD 60 20211016 100000 62133.5200000 62300.0000000 61850.1200000 61857.2000000 320
GDAX.BTC-USD 60 20211016 110000 61857.2100000 61964.2800000 61569.0200000 61731.7000000 222
GDAX.BTC-USD 60 20211016 120000 61731.7000000 62057.8200000 61418.4900000 61542.9200000 456
GDAX.BTC-USD 60 20211016 130000 61540.9100000 61728.7900000 61380.2200000 61428.1700000 279
GDAX.BTC-USD 60 20211016 140000 61422.7500000 61688.3500000 61333.0000000 61539.3700000 340
GDAX.BTC-USD 60 20211016 150000 61538.6100000 61755.3900000 61434.0000000 61593.1100000 269
GDAX.BTC-USD 60 20211016 160000 61593.1100000 61600.3300000 60476.4900000 60700.0000000 980
GDAX.BTC-USD 60 20211016 170000 60701.6200000 61122.0400000 60537.7600000 61024.0000000 563
GDAX.BTC-USD 60 20211016 180000 61024.0000000 61271.0300000 60750.0000000 60884.3000000 546
GDAX.BTC-USD 60 20211016 190000 60887.3600000 61142.2100000 60643.3800000 60953.8100000 445
GDAX.BTC-USD 60 20211016 200000 60953.8100000 61048.0500000 60529.7400000 60651.6500000 390
GDAX.BTC-USD 60 20211016 210000 60651.6500000 60710.1700000 60139.0100000 60601.3100000 787
GDAX.BTC-USD 60 20211016 220000 60601.3100000 61219.7000000 60522.1500000 61062.9800000 381
GDAX.BTC-USD 60 20211016 230000 61064.4000000 61090.2500000 60823.0000000 60831.4900000 348
GDAX.BTC-USD 60 20211017 000000 60832.5000000 61055.3900000 60537.9900000 61017.4900000 454
GDAX.BTC-USD 60 20211017 010000 61017.4900000 61289.6600000 60668.8100000 60668.8100000 320
GDAX.BTC-USD 60 20211017 020000 60672.6800000 60942.0200000 60500.0200000 60797.3300000 277
GDAX.BTC-USD 60 20211017 030000 60796.2300000 61084.0000000 60705.1600000 60877.4200000 180
GDAX.BTC-USD 60 20211017 040000 60867.0500000 61170.1100000 60498.0000000 60924.7900000 430
GDAX.BTC-USD 60 20211017 050000 60928.1700000 61391.4600000 60868.7300000 61087.4700000 305
GDAX.BTC-USD 60 20211017 060000 61087.3100000 61220.1000000 60852.9600000 61107.4600000 247
GDAX.BTC-USD 60 20211017 070000 61101.8800000 61372.0500000 61049.5100000 61125.0200000 356
GDAX.BTC-USD 60 20211017 080000 61123.7300000 61254.5100000 60913.3400000 60921.1800000 253
GDAX.BTC-USD 60 20211017 090000 60922.0800000 60977.8800000 60619.5300000 60659.6500000 240
GDAX.BTC-USD 60 20211017 100000 60659.6500000 60851.7900000 60570.4200000 60671.0700000 198
GDAX.BTC-USD 60 20211017 110000 60671.1600000 60836.4000000 60327.6700000 60344.4900000 199
GDAX.BTC-USD 60 20211017 120000 60345.1400000 60893.9800000 60334.6800000 60681.5100000 147
GDAX.BTC-USD 60 20211017 130000 60679.8300000 61234.5500000 60629.6600000 61221.4500000 264
GDAX.BTC-USD 60 20211017 140000 61221.1000000 61447.3500000 60922.9900000 61138.6000000 183
GDAX.BTC-USD 60 20211017 150000 61132.5400000 61323.2200000 60943.3500000 60945.1600000 153
GDAX.BTC-USD 60 20211017 160000 60946.1600000 61000.0000000 60700.0000000 60860.3000000 194
GDAX.BTC-USD 60 20211017 170000 60860.3000000 61272.2900000 60654.0200000 61003.9900000 360
GDAX.BTC-USD 60 20211017 180000 61011.8200000 61090.9700000 60758.4800000 61024.8400000 198
GDAX.BTC-USD 60 20211017 190000 61024.2000000 61111.2300000 60500.0000000 60773.0400000 345
GDAX.BTC-USD 60 20211017 200000 60777.9300000 60992.5900000 60675.0000000 60972.3600000 372
GDAX.BTC-USD 60 20211017 210000 60971.4500000 61078.0000000 60800.3800000 61028.3600000 236
GDAX.BTC-USD 60 20211017 220000 61025.2000000 61047.6200000 60862.9100000 60977.0100000 197
GDAX.BTC-USD 60 20211017 230000 60977.0100000 61000.0000000 60388.9400000 60511.7500000 427
GDAX.BTC-USD 60 20211018 000000 60511.9600000 60512.5700000 58943.8300000 59400.0100000 1681
GDAX.BTC-USD 60 20211018 010000 59400.0100000 60712.5600000 59294.5400000 60629.7200000 791
GDAX.BTC-USD 60 20211018 020000 60628.0600000 61324.1900000 60628.0600000 61278.7700000 708
GDAX.BTC-USD 60 20211018 030000 61276.0900000 61744.1700000 61183.0400000 61527.1100000 680
GDAX.BTC-USD 60 20211018 040000 61530.0700000 62469.9000000 61414.7000000 62452.7500000 884
GDAX.BTC-USD 60 20211018 050000 62452.7500000 62562.5000000 62002.2500000 62089.6800000 703
GDAX.BTC-USD 60 20211018 060000 62089.6800000 62327.3300000 61947.3700000 62109.0200000 525
GDAX.BTC-USD 60 20211018 070000 62109.0200000 62276.4300000 61870.2600000 62107.8700000 403
GDAX.BTC-USD 60 20211018 080000 62107.8800000 62399.2000000 61990.2400000 62353.4500000 295
GDAX.BTC-USD 60 20211018 090000 62350.0300000 62499.0000000 62230.3100000 62352.6500000 266
GDAX.BTC-USD 60 20211018 100000 62354.5600000 62449.9400000 62120.5600000 62237.4400000 270
GDAX.BTC-USD 60 20211018 110000 62237.4400000 62675.1900000 61777.0000000 61876.9400000 475
GDAX.BTC-USD 60 20211018 120000 61876.6200000 62439.6200000 61500.0000000 61785.0500000 456
GDAX.BTC-USD 60 20211018 130000 61791.1700000 62142.0100000 60629.3600000 61224.6300000 642
GDAX.BTC-USD 60 20211018 140000 61224.6300000 61487.4100000 60616.2800000 61296.8500000 515
GDAX.BTC-USD 60 20211018 150000 61292.6900000 61543.5900000 60674.7800000 60914.6300000 627
GDAX.BTC-USD 60 20211018 160000 60911.3000000 61137.7200000 60225.0100000 60619.1700000 1139
GDAX.BTC-USD 60 20211018 170000 60619.1700000 61959.8100000 59887.7400000 61859.2900000 2054
GDAX.BTC-USD 60 20211018 180000 61856.9200000 62226.3300000 61630.8200000 62113.2100000 1496
GDAX.BTC-USD 60 20211018 190000 62109.6700000 62200.0000000 61701.0000000 62015.3700000 1390
GDAX.BTC-USD 60 20211018 200000 62015.3600000 62389.5300000 61436.3500000 61833.7800000 1442
GDAX.BTC-USD 60 20211018 210000 61833.7900000 62119.9600000 61729.8000000 61746.6400000 1363
GDAX.BTC-USD 60 20211018 220000 61749.1000000 62060.2700000 61703.9300000 61851.7000000 755
GDAX.BTC-USD 60 20211018 230000 61851.7100000 61851.7100000 61050.0000000 61429.3900000 1361
GDAX.BTC-USD 60 20211019 000000 61423.1000000 61598.6500000 61134.2600000 61363.5400000 778
GDAX.BTC-USD 60 20211019 010000 61365.3600000 61897.8400000 61127.8100000 61799.3900000 488
GDAX.BTC-USD 60 20211019 020000 61799.3900000 62096.5100000 61303.4200000 62088.5400000 809
GDAX.BTC-USD 60 20211019 030000 62088.6400000 62124.1500000 61839.4200000 62042.4100000 665
GDAX.BTC-USD 60 20211019 040000 62042.4000000 62333.0000000 61832.9300000 61865.3400000 515
GDAX.BTC-USD 60 20211019 050000 61865.3300000 62021.3400000 61633.8100000 61827.0800000 428
GDAX.BTC-USD 60 20211019 060000 61830.2800000 61930.0000000 61682.1100000 61755.9200000 317
GDAX.BTC-USD 60 20211019 070000 61755.9300000 62987.0000000 61728.1500000 62584.7800000 975
GDAX.BTC-USD 60 20211019 080000 62584.7900000 62793.2800000 62260.1000000 62418.0900000 368
GDAX.BTC-USD 60 20211019 090000 62423.4200000 62562.6200000 62307.3000000 62480.6700000 207
GDAX.BTC-USD 60 20211019 100000 62480.8400000 62519.9700000 62007.6600000 62197.4700000 351
GDAX.BTC-USD 60 20211019 110000 62197.4700000 62335.3300000 62002.2700000 62292.2200000 150
GDAX.BTC-USD 60 20211019 120000 62290.1300000 62566.8400000 61753.0000000 62547.8500000 321
GDAX.BTC-USD 60 20211019 130000 62544.7900000 62544.7900000 61918.3100000 62146.2600000 253
GDAX.BTC-USD 60 20211019 140000 62146.5500000 62400.5200000 62059.1500000 62249.3400000 224
GDAX.BTC-USD 60 20211019 150000 62249.3700000 62328.3800000 62092.4100000 62139.8100000 215
GDAX.BTC-USD 60 20211019 160000 62142.7800000 62538.6700000 62001.3700000 62227.2000000 409
GDAX.BTC-USD 60 20211019 170000 62224.2400000 63293.3000000 62076.1800000 62630.4300000 2004
GDAX.BTC-USD 60 20211019 180000 62635.0500000 62730.0000000 61333.0000000 62543.9800000 1443
GDAX.BTC-USD 60 20211019 190000 62544.8500000 62816.5600000 62342.9700000 62410.2900000 873
GDAX.BTC-USD 60 20211019 200000 62409.7100000 63189.0000000 62330.7300000 63186.9700000 900
GDAX.BTC-USD 60 20211019 210000 63186.9600000 63500.0000000 63039.9900000 63431.7900000 1459
GDAX.BTC-USD 60 20211019 220000 63427.2300000 63644.8500000 63046.3100000 63438.7500000 1020
GDAX.BTC-USD 60 20211019 230000 63442.2600000 64340.0000000 63410.9900000 64200.8400000 1524
GDAX.BTC-USD 60 20211020 000000 64201.4200000 64353.9900000 63854.3500000 64130.4400000 1090
GDAX.BTC-USD 60 20211020 010000 64130.4500000 64226.1200000 63651.8100000 64093.4700000 1005
GDAX.BTC-USD 60 20211020 020000 64099.1000000 64274.1000000 63850.0000000 64113.7200000 607
GDAX.BTC-USD 60 20211020 030000 64113.7100000 64500.0000000 64013.4400000 64303.1400000 719
GDAX.BTC-USD 60 20211020 040000 64303.1400000 64398.7600000 63989.2400000 64065.3200000 489
GDAX.BTC-USD 60 20211020 050000 64068.2400000 64209.3400000 63720.8000000 63842.8200000 535
GDAX.BTC-USD 60 20211020 060000 63836.6300000 63944.2500000 63733.8600000 63809.8900000 313
GDAX.BTC-USD 60 20211020 070000 63809.8900000 64059.2200000 63792.2700000 63865.8400000 302
GDAX.BTC-USD 60 20211020 080000 63865.8400000 64074.6300000 63782.4600000 64061.0400000 218
GDAX.BTC-USD 60 20211020 090000 64061.0300000 64061.0300000 63525.0000000 63792.7500000 276
GDAX.BTC-USD 60 20211020 100000 63788.4300000 64170.0000000 63708.9800000 63821.0800000 213
GDAX.BTC-USD 60 20211020 110000 63821.0800000 64094.5700000 63764.1100000 64006.4200000 145
GDAX.BTC-USD 60 20211020 120000 64007.7800000 64250.0000000 63960.5100000 64050.4000000 190
GDAX.BTC-USD 60 20211020 130000 64050.4000000 64180.0400000 63850.8100000 64024.1600000 192
GDAX.BTC-USD 60 20211020 140000 64024.1600000 64074.9100000 63784.6900000 63865.9800000 237
GDAX.BTC-USD 60 20211020 150000 63865.9600000 63967.7700000 63739.8800000 63807.6900000 193
GDAX.BTC-USD 60 20211020 160000 63806.4400000 64575.2500000 63777.7700000 64397.9000000 658
GDAX.BTC-USD 60 20211020 170000 64394.7000000 66116.1300000 64175.2600000 66039.7500000 2947
GDAX.BTC-USD 60 20211020 180000 66050.7500000 66999.0000000 65726.3700000 66692.0800000 2643
GDAX.BTC-USD 60 20211020 190000 66691.1000000 66918.5700000 66317.3500000 66890.9200000 1703
GDAX.BTC-USD 60 20211020 200000 66887.8000000 66950.0000000 66378.7200000 66467.8700000 1606
GDAX.BTC-USD 60 20211020 210000 66470.9500000 66532.1800000 66120.0100000 66373.4200000 1327
GDAX.BTC-USD 60 20211020 220000 66373.4200000 66746.2500000 66317.6200000 66658.1400000 1021
GDAX.BTC-USD 60 20211020 230000 66658.5600000 66711.8000000 66254.7700000 66415.2400000 1000
GDAX.BTC-USD 60 20211021 000000 66416.4000000 66450.0000000 65600.0000000 66003.3200000 1284
GDAX.BTC-USD 60 20211021 010000 65996.2300000 66070.2000000 65582.3500000 65809.3300000 547
GDAX.BTC-USD 60 20211021 020000 65809.3300000 66100.0000000 65460.0000000 65913.6300000 549
GDAX.BTC-USD 60 20211021 030000 65912.2300000 66214.6100000 65866.0100000 66026.5400000 595
GDAX.BTC-USD 60 20211021 040000 66021.2600000 66040.6600000 65525.8900000 65629.1700000 860
GDAX.BTC-USD 60 20211021 050000 65629.1600000 65700.0000000 64637.1300000 64986.9400000 1525
GDAX.BTC-USD 60 20211021 060000 64986.9400000 65300.0000000 64111.1000000 64941.7200000 2014
GDAX.BTC-USD 60 20211021 070000 64938.2300000 65200.0000000 64444.1300000 65066.0600000 723
GDAX.BTC-USD 60 20211021 080000 65068.1500000 65200.0000000 64631.3000000 65049.3300000 503
GDAX.BTC-USD 60 20211021 090000 65049.3300000 65165.0800000 64827.6000000 64831.6900000 384
GDAX.BTC-USD 60 20211021 100000 64831.6900000 65022.3700000 64160.3400000 64699.0800000 621
GDAX.BTC-USD 60 20211021 110000 64696.3800000 65263.2400000 64429.8000000 65101.7100000 346
GDAX.BTC-USD 60 20211021 120000 65101.7100000 66093.6700000 65066.0200000 65895.9300000 624
GDAX.BTC-USD 60 20211021 130000 65892.8800000 66650.8500000 65881.2600000 66202.7900000 549
GDAX.BTC-USD 60 20211021 140000 66200.2000000 66210.3700000 65610.5500000 65619.3300000 441
GDAX.BTC-USD 60 20211021 150000 65625.9300000 66037.7300000 63733.5300000 64806.5000000 1744
GDAX.BTC-USD 60 20211021 160000 64809.7400000 65176.4800000 64357.6500000 65065.5300000 1340
GDAX.BTC-USD 60 20211021 170000 65065.5300000 65598.6900000 64677.0000000 64747.3500000 808
GDAX.BTC-USD 60 20211021 180000 64755.3200000 64900.0700000 62872.2600000 63642.1100000 2112
GDAX.BTC-USD 60 20211021 190000 63633.7300000 63887.5500000 62070.0000000 62985.3800000 2433
GDAX.BTC-USD 60 20211021 200000 62985.3900000 63799.6600000 62707.6700000 62808.5500000 1193
GDAX.BTC-USD 60 20211021 210000 62800.2900000 63350.7500000 62442.1000000 62487.8700000 970
GDAX.BTC-USD 60 20211021 220000 62490.3200000 63199.9000000 62481.0900000 62730.1100000 793
GDAX.BTC-USD 60 20211021 230000 62730.1000000 63523.2700000 62609.7300000 62830.6700000 1043
GDAX.BTC-USD 60 20211022 000000 62832.4300000 63080.1500000 62372.8400000 62684.4400000 882
GDAX.BTC-USD 60 20211022 010000 62672.0400000 63017.3600000 62250.0000000 62752.4700000 448
GDAX.BTC-USD 60 20211022 020000 62735.2800000 63115.0900000 62414.2200000 62464.8800000 512
GDAX.BTC-USD 60 20211022 030000 62464.8800000 62723.1100000 62050.0000000 62204.0200000 621
GDAX.BTC-USD 60 20211022 040000 62204.0100000 62908.8400000 62135.8100000 62812.7400000 916
GDAX.BTC-USD 60 20211022 050000 62817.8900000 63099.4100000 62578.1500000 62579.2100000 628
GDAX.BTC-USD 60 20211022 060000 62581.2400000 63014.9700000 62530.0700000 62844.1400000 286
GDAX.BTC-USD 60 20211022 070000 62846.6500000 63350.0000000 62830.7300000 63234.5400000 557
GDAX.BTC-USD 60 20211022 080000 63256.3500000 63321.0000000 62876.0000000 63051.4600000 419
GDAX.BTC-USD 60 20211022 090000 63054.0100000 63191.0400000 62784.8600000 63022.7800000 256
GDAX.BTC-USD 60 20211022 100000 63024.2300000 63249.3100000 62501.1000000 62739.7400000 301
GDAX.BTC-USD 60 20211022 110000 62740.0100000 63444.0000000 62608.9500000 63415.3100000 852
GDAX.BTC-USD 60 20211022 120000 63415.3200000 63666.9900000 63284.2700000 63585.2500000 382
GDAX.BTC-USD 60 20211022 130000 63584.3700000 63750.0000000 63171.8900000 63303.8500000 338
